Revenue Growth,EPS,Gross Margin,priceEarningsRatio,Class
-0.1163,-13.68,0.0286,0,0
0.1355,0.62,0.253,41.8548,0
0.176,1.8842,0.4018,12.1749,0
0.0607,-1.5,1,0,0
0.0788,3.1,0.6009,23.3129,1
0.0376,-0.896,0.9832,0,0
0.0385,3.35,0.6857,17.403,1
-0.4256,-0.3926,0.3761,0,1
-0.1083,2.2639,0.1852,2.7651,0
0.2817,1.8225,0.4445,19.9671,0
0.5397,-3.64,0.1304,0,1
-0.0091,1.23,0.3305,40.7398,1
0.13,-1.94,0.368,0,1
0.0824,-0.94,0.5329,0,1
0.0453,-1.18,0.6667,0,1
0.1957,-44.6,-0.1127,0,0
0.4598,1.23,1,9.7154,0
0.0693,4.22,0.3867,21.2891,1
0.4661,0.2907,0.4458,38.2525,0
0.0594,3.39,0.2837,21.7699,1
0.0456,2.64,0.3875,24.5114,0
0.057,1.84,0.2412,23.8043,1
0.3761,0.7007,0.1869,16.8403,1
0.6714,-0.04,0.5731,0,0
0.1458,2.89,0.5115,21.9619,0
-0.0056,2.07,0.9242,18.7874,0
0.0595,2.06,0.353,21.7718,1
0.408,0.6046,0.3323,41.5151,1
0.0258,0.41,0.4042,30.7317,0
1.7154,-0.07,0.3457,0,1
0.0337,2.82,0.3156,22.1277,0
0.0473,0.23,0.7581,39.7826,1
0.626,-1.7154,0.9102,0,0
0.0211,1.01,0.7937,33.0198,0
1.7197,2.73,0.4199,0,0
0.1278,4.4,0.1872,4.9523,1
-0.1394,-2,0.591,0,0
-0.016,1.39,0.3955,28.1223,1
0.0161,-0.5185,0.5596,0,0
0.0398,1.52,0.4432,24.5461,0
0.0706,-0.18,0.6274,0,0
0.1723,-0.57,0.4817,0,0
0.0547,0.86,0.5267,32.8605,1
0.0568,2.04,0.623,22.9657,1
0.639,4.67,0.4151,6.8458,0
0.063,9.27,0.3847,16.5922,0
0.0594,3.29,0.6452,20.9514,1
0.0791,1.5,0.184,14.3667,0
0.2163,-0.03,0.3402,0,1
1.0395,-2.95,0.1303,0,0
0.4709,5.49,0.8658,33.0455,0
0.0201,2.3,0.8028,19.7348,0
0.4726,-0.0151,0.1402,0,0
0.1166,-0.3121,0.3948,0,1
-0.0341,-0.15,0.6475,0,1
0.332,4.18,0.4825,62.4952,0
0.3429,3.2,0.4493,17.4688,0
0.1618,0.03,0.6994,130.6667,1
-0.055,1.66,0.5601,31.0964,0
-0.0252,1.92,0.6296,16.3802,1
-0.0563,0.03,0.469,174.6667,0
0.2654,0.47,0.7352,168.2979,1
0.0619,0.36,0.6436,178.6389,0
0.2959,-0.17,0.379,0,1
-0.0228,0.59,0.0637,28.4746,0
-0.047,0.71,0.402,41.3662,0
0.0863,-0.01,0.8679,0,1
0.3792,3.08,0.588,35.7208,0
0.4694,1.38,0.318,64.2029,0
0.4188,1.92,0.3672,11.3594,0
0.0744,0.47,0.3685,16.8085,1
0.1092,0.9,0.7169,0,0
-0.1159,0.04,0.5578,372.75,0
-0.0465,0.21,0.3103,66.2857,0
0.119,3.68,0.6426,28.6875,0
0.2078,1.25,0.6525,39.256,1
0.3168,-1.19,0.7187,0,0
0.308,6.32,0.3707,188.1345,1
0.1423,0.6,0.4536,52.75,0
0.6414,-4.35,0.6808,0,0
0.0387,0.71,0.0811,44.1549,0
0.0396,5.56,0.306,23.518,0
-0.1889,-2.61,0.8317,0,1
0.2619,7.9732,0.4922,30.4018,0
-0.0098,6.17,0.4668,25,0
0.3546,0.04,0.6013,3121.25,1
0.0935,2.5998,0.7812,27.5637,1
1.397,10.88,0.5079,2.3768,0
0.0773,-0.66,0.3974,0,0
-0.0349,2.61,0.2947,14.8467,0
0.2472,3.43,0.8616,52.3382,1
0.2104,-0.24,0.3359,0,0
0.1195,2.2391,0.5062,18.3199,0
0.2896,0.36,0.6389,85.8333,0
0.0641,-1.89,0.6802,0,1
-0.0041,1.01,0.2847,34.505,0
0.6787,-1.14,0.6587,0,0
0.3615,10.47,0.4497,14.2302,0
-0.0255,6.54,0.499,18.0352,0
0.3223,0.4682,0.7455,71.8496,0
0.228,18.27,0.5888,58.7417,0
0.4468,1.02,0.7555,60.1765,0
0.0127,-1.59,0.1866,0,0
-0.0121,2.5,0.2764,4.06,0
0.0703,3.01,0.5075,24.0465,0
0.025,2.06,1,22.2573,0
0.0981,2.54,0.382,27.9331,0
0.0324,-0.13,0.8444,0,1
0.0667,0.87,0.3014,23.7356,1
0.0965,0.2019,0.2886,25.3343,0
0.6803,-2.96,0.613,0,1
0.4069,0.45,0.5963,102.7778,1
0.1982,-2.72,0.2108,0,0
0.3846,1.15,0.6055,61.9652,1
0.2163,0.36,0.7021,105.4167,0
0.2589,0.73,0.4252,81.1918,0
0.166,5.92,0.6304,15.4578,0
0.3157,2.13,0.8337,37.7653,1
0.1616,-0.13,0.3744,0,0
0.0401,2.99,0.3516,21.6187,0
-0.0049,-0.52,0.5598,0,0
0.0734,4.74,0.3433,17.5232,0
0.1021,3.19,0.7321,28.0627,0
-0.0048,-1.32,0.3259,0,0
-0.056,-80.9,0.0181,0,0
0.323,0.6603,0.6107,88.1418,0
0.3163,1.04,0.6254,42.9038,1
0.4836,6.3482,0.394,19.133,0
0.3792,-0.68,0.7395,0,1
0.0721,2.62,0.8339,26.1718,0
0.0601,1.3,0.6481,50.4308,0
0.0699,0.75,0.8778,56.0667,1
0.0805,-1.09,0.4225,0,0
0.1868,4.7265,0.1931,2.9853,0
-0.0099,1.75,0.6126,22.7714,1
-0.1118,0.7,0.595,15.0429,1
1.9452,1.97,0.7947,58.7056,0
-0.394,-2.3,0.4714,0,0
0.1162,1.19,0.1727,4.9748,1
0.1882,1.87,0.9171,23.123,0
0.1217,-0.14,0.2705,0,0
0.2187,1.3,0.5717,33.9846,0
0.4388,-0.7,0.5416,0,1
0.1645,-0.35,0.9127,0,0
0.0074,0.81,0.6111,35.4321,0
0.568,0.76,0.5156,97.0789,0
0.2899,1.78,0.4723,12.3483,0
0.3711,-0.17,0.8099,0,1
0.3736,-1.58,0.7241,0,0
0.2093,-0.6,-0.2805,0,0
-0.1467,0.16,0.2438,65.125,0
0.1069,3.83,0.8464,35.8251,1
0.0645,2.49,0.6993,22.9639,1
0.2837,-2.79,0.4678,0,0
0.3899,-3.2,0.2169,0,0
0.0107,1.04,0.3114,25.9808,0
0.1102,5.48,0.5044,18.5949,0
0.1751,1.52,0.3995,22.5658,0
-0.0715,-0.53,0.475,0,0
0.4245,-0.49,0.2131,0,0
0.1121,0.34,0.734,54.5588,0
0.444,2.41,0.1408,26.7925,0
0.9829,1.85,0.1408,2.1351,0
-0.2553,-1.19,0.4277,0,0
0.4928,2.09,0.5994,43.6938,0
0.6875,2.19,0.808,79.3379,0
0.1014,-2.46,0.5938,0,1
0.1309,1.6,0.4709,25.3812,1
0.1678,-0.02,0.5452,0,0
0.1043,-1.6,0.6516,0,1
0.4341,-1.16,0.3705,0,0
0.375,-1.02,0.7038,0,1
0.0358,-0.15,0.7735,0,0
0.0136,1.38,0.3913,57.2464,0
0.0385,-1.2146,0.2334,0,1
-0.0165,1.68,0.5867,29.9167,0
0.4116,-2.59,0.7975,0,1
0.0201,4.56,0.8341,24.0066,1
1.1798,0.5512,0.4752,52.9753,0
-0.58,-0.88,0.2705,0,0
0.197,0.91,0.392,24.6154,0
-0.2881,-1.23,0.2099,0,0
0.5447,-4365,-0.967,0,0
-0.0152,0.76,0.3843,19.8553,0
0.0773,8.89,0.4447,2.3926,1
0.3849,-1.39,0.7026,0,1
0.2094,3.03,0.498,147.4983,0
-0.0603,-0.47,0.6021,0,1
-0.0185,3.82,0.3316,24.5288,1
0.3612,-1.94,0.6929,0,1
0.046,2.02,0.6301,22.6634,0
0.1391,-1.07,0.7036,0,1
0.3453,0.57,0.6845,74.2632,1
0.4287,0.57,0.3931,28.8596,0
0.2154,0.9,0.377,34.6889,1
0.7537,1.6,0.7989,70.7313,0
0.1471,0.9411,0.1816,7.0343,0
0.7111,-0.94,0.3807,0,1
-0.028,-1.3,0.1998,0,1
0.1092,-1.71,0.3176,0,0
0.2005,0.24,0.624,300.6667,1
0.4579,5.85,0.645,39.4923,0
0.1883,1.71,0.1881,10.0234,0
0.6165,2.25,0.1536,10.9333,0
0.1882,-1.88,0.476,0,0
0.1569,-0.14,0.7074,0,1
0.4021,-1.08,0.7701,0,0
0.2128,4.0216,0.6995,27.9466,0
-0.5228,-1,0.3163,0,1
1.01,8.46,0.4354,27.7364,0
0.065,7.46,0.4226,23.6984,0
-0.3867,-1.55,0.9944,0,1
0.4875,12.2808,0.479,28.367,0
0.0242,-5.29,0.7903,0,1
0.0206,0.05,0.7178,1125.6,1
0.0849,3.37,0.1652,20.7003,1
0.0585,0.77,0.4043,21.9481,0
1.1623,-1.44,1,0,0
0.0207,-0.59,0.4718,0,1
-0.1527,0.265,0.4882,48.3962,0
0.8942,-1.93,0.7358,0,1
0.3754,0.022,0.4965,540.9091,0
-0.5152,0.25,0.607,106.6,0
-0.0493,0.5241,0.2552,64.3579,1
-0.0001,1.4,0.298,36.9357,0
0.1901,1.33,0.79,24.3459,1
0.4082,0.76,0.2984,38.4868,1
0.4306,-0.55,0.4123,0,0
0.2732,-0.32,0.7406,0,0
0.0566,-0.95,0.474,0,1
-0.0175,-0.32,0.7341,0,1
0.0473,0.5,0.4553,40,0
0.0258,4.78,0.1695,35.1444,0
3.2585,-0.0862,0.9005,0,0
-0.0737,1.01,0.3876,37.8218,0
0.7294,-0.42,0.5648,0,1
0.8719,-3.94,0.6521,0,1
0.2732,-2.24,0.7286,0,1
0.0651,4.93,0.8852,21.0487,0
0.2248,0.1,0.378,337.1,0
0.0476,6.56,0.8309,18.8598,1
0.2746,-0.41,0.509,0,1
0.3162,4.12,0.4924,14.682,0
0.0287,5.81,0.2454,29.2375,0
0.3394,-8.2,0.7388,0,0
-0.241,-0.75,0.0745,0,1
0.3922,1.3331,0.9081,57.205,0
0.1102,2.369,0.2554,14.5631,0
0.5189,1.26,1,36.8333,1
0.4868,5.7743,0.4485,30.7795,0
0.7589,-5.74,0.7398,0,1
0.022,3.69,0.2754,21.393,1
0.181,0,0.5822,0,1
0.0832,0.78,0.477,60.3974,0
0.2786,2.89,0.8459,25.9204,0
0.5651,-1.54,0.7815,0,1
0.209,0.35,0.1672,39.3714,0
0.0533,3.81,0.8032,33.9344,1
0.6425,2.25,0.1813,10.2622,0
0.476,-0.24,0.9537,0,1
0.1177,0.61,0.5171,37.2951,1
0.3503,-1.63,0.682,0,0
0.0817,-0.57,0.8301,0,1
0.1153,2.13,0.3295,41.2207,0
0.3447,-0.06,0.256,0,0
0.1231,0.14,0.3391,150.3571,0
0.3862,-1.08,0.7984,0,1
0.2986,-0.5,0.9038,0,1
-0.8351,-42.08,0.2496,0,0
0.5364,2.2,0.7385,49.2864,0
0.0589,-0.34,0.438,0,0
0.1721,0.18,0.7423,246.3889,1
0.4398,-1.15,0.9831,0,0
0.2763,-1.06,0.7168,0,1
-0.0192,1.77,0.6607,28.0282,0
0.0711,1.1,0.1809,9.3818,0
0.5987,-1.88,0.6541,0,1
0.308,0.43,0.911,22.5581,1
0.0569,-0.64,0.092,0,0
-0.1487,-1.32,0.3294,0,0
-0.0544,-0.33,0.3154,0,0
0.144,1.4469,0.6422,8.2383,0
0.3101,-1.02,0.6565,0,1
0.43,-0.72,0.5079,0,1
0.2393,1.99,0.3538,19.1206,0
0.0959,-0.07,0.4762,0,0
0.0376,1.89,0.5,23.4392,0
0.3395,-18.05,0.3783,0,0
0.0654,0.25,0.5899,782.76,0
0.4791,6.26,0.4653,15.6709,0
-0.1815,2.01,0.481,30.8756,0
0.4051,-0.55,0.7603,0,1
0.0838,-0.14,0.4948,0,0
0.3296,-0.63,0.6345,0,0
0.4672,-1.24,0.837,0,1
0.4665,3.87,0.4349,9.7959,0
0.0468,2.35,0.904,23.5149,1
0.338,1.85,0.49,43.2973,1
0.1276,-14.27,0.4437,0,0
0.3077,-1.78,0.5643,0,0
0.0777,1.58,0.541,59.6962,0
-0.1129,-0.54,0.1958,0,1
-0.1174,-1.02,0.474,0,1
0.0326,2.39,0.3532,21.5649,0
0.2765,1.4,0.3568,18.6357,0
0.251,4.43,0.388,38.8014,0
0.0961,0.1364,0.1812,17.8886,0
0.0711,0.42,0.4522,55.3333,1
0.0929,0.57,0.5337,78.3684,1
0.213,0.27,0.3494,32.4074,0
0.2502,1.4,0.3648,77.4286,1
0.2353,-0.16,0.5849,0,1
0.0179,-0.88,0.5366,0,1
0.0418,4.13,0.1359,9.5278,0
0.1679,-0.21,0.7987,0,0
0.2559,4.04,0.6676,7.8069,0
0.0598,1.86,0.0757,20.7527,0
0.2296,-0.36,0.3492,0,0
0.0414,4.13,0.5977,11.6121,0
-0.0339,-0.44,0.7057,0,0
0.1569,-2.44,0.6606,0,0
0.0294,3.21,0.0988,25.7632,0
0.1189,-0.04,0.3384,0,1
0.0509,0.24,0.6639,60.2083,0
0.0013,-1.62,0.4622,0,1
0.5305,-3.36,0.2527,0,1
0.1103,0.84,0.5969,39.4048,1
0.0453,0.76,0.5072,18.1053,1
0.1168,1.38,0.1408,17.8623,0
0.5913,-3.4779,0.6304,0,0
-0.019,1.59,0.8082,82.8931,0
0.2504,1.18,0.4066,19.1271,0
0.0249,3.77,0.576,15.7931,1
0.3375,-0.41,0.6466,0,0
0.3929,-0.6,0.7999,0,0
0.0075,-0.39,0.6522,0,1
-0.1815,-0.33,0.5778,0,0
0.16,2.56,0.3482,18.7617,1
-0.2972,-6.67,-0.0104,0,0
0.1021,1.11,0.5907,81.8919,0
0.3238,-0.06,0.7592,0,1
0.1656,1.27,0.6852,37.7953,0
0.3549,1.14,0.423,43.8596,1
0.5103,-0.13,0.5179,0,0
0.3872,3.47,0.5311,20.0029,0
0.0743,3.27,0.4621,14.2324,0
0.4305,0.4,0.2769,75.55,0
0.6257,-0.94,1,0,1
0.2981,0.63,0.6572,59.6984,1
-0.0962,-0.58,0.5611,0,1
0.1198,2.96,0.3346,24.5777,0
0.007,-0.27,0.1013,0,1
-0.0589,2.12,0.4799,26.0519,0
-0.0221,-1.2331,0.2235,0,1
0.5341,-0.37,0.8343,0,1
0.0306,1.01,0.2448,11.8812,1
0.0079,2.74,0.1075,14.708,0
-0.2098,0.52,0.4041,4.8077,1
0.0159,0.74,0.0681,14.3243,0
0.0467,4.42,0.3148,30.362,0
0.5124,0.59,0.4688,71.339,0
0.2866,8.81,0.831,21.2656,0
0.4543,2.63,0.1207,16.2205,1
0.1001,0.45,0.3273,141.8222,0
0.1636,-1.07,0.7102,0,1
0.1631,6.71,0.326,18.6364,1
0.3579,-0.7,0.6981,0,1
-0.5578,-14.1,1,0,1
1.6031,-1.02,-0.1222,0,0
0.2985,0.6651,0.113,37.6785,0
-0.0561,-2.45,0.549,0,0
0.0592,-0.78,0.4868,0,0
0.1008,1.27,0.3692,25.0945,0
0.2202,3.19,0.6442,24.2163,0
0.108,3.05,0.8629,48.7049,0
0.0025,1.48,0.3353,46.8243,0
0.3715,-0.63,0.7643,0,1
-0.0061,-0.75,0.4829,0,0
-0.1949,0.99,0.4358,37.2222,1
-0.0829,1.54,0.7105,23.3766,1
0.127,0.48,0.5816,90.5833,0
0.4294,-1.47,0.7108,0,1
0.504,0.04,0.9213,103.5,0
-0.0192,0.78,0.826,53,0
0.1394,0.01,0.6655,2436.5,1
-0.4409,-3.17,0.6346,0,1
-0.1609,-0.22,0.6358,0,1
0.1306,4.54,0.1264,17.8899,0
0.1159,-0.84,0.5183,0,0
0.5378,4.11,0.366,7.1898,0
0.1015,0.31,0.7249,70.4839,0
0.2262,-1.38,0.5342,0,0
0.3004,0.13,0.5867,347.5385,1
0.5318,-0.53,0.7682,0,0
0.3032,-0.35,0.3588,0,0
0.022,1.2,0.387,39.5833,1
0.807,-0.36,0.28,0,1
0.1248,0.91,0.7599,95.0769,0
0.3153,-0.1,0.7303,0,1
0.0498,0.4,0.7454,105.75,1
-0.0109,3.33,0.1012,17.1081,0
0.0721,2.94,0.1476,17.0408,1
0.3547,-1.1941,0.7984,0,0
-0.0951,-0.14,0.4625,0,0
0.0376,-0.57,0.5856,0,0
0.0993,-0.27,0.4997,0,0
0,-1.11,0.6455,0,0
-0.1511,-2.104,0.083,0,0
-0.1564,1.76,0.1522,1.7898,0
0.4532,-1.18,0.8103,0,1
0.2572,-0.38,0.6088,0,1
0.1662,1.08,0.7765,56.5741,1
0.2826,-0.49,0.3232,0,0
0.3275,-1.65,0.6101,0,0
0.3164,2.72,0.2414,0.0092,1
0.0421,4.78,0.263,16.182,0
1.7456,0.9,0.881,2.6,1
0.0283,2.56,0.5009,21.1367,0
0.0241,0.81,0.4471,61.1111,1
3.0733,-25.88,0.2015,0,0
0.3118,2.37,0.6482,38.8987,1
0.2507,-0.22,0.4083,0,0
0.0918,-0.15,0.8081,0,1
0.142,0.59,0.2395,0,0
0.2526,2.912,0.3654,25.6044,0
0.2913,-0.63,0.4871,0,1
0.1124,-1.66,0.3388,0,1
-0.0678,0.19,0.2026,49.4737,1
0.0607,-0.52,0.4996,0,1
0.0863,0.77,0.3445,40.7143,0
0.1443,0.0846,0.5383,80.26,0
0.6606,0.09,0.5193,97.2222,0
0.2221,2.54,0.137,15.2283,1
-0.2168,-2.04,0.5287,0,0
-0.1151,-2.59,0.2735,0,0
-0.0589,-2.39,0.5299,0,0
0.1566,5.27,0.4147,37.6224,0
0.2082,0.46,0.8401,90.413,1
0.2117,1.58,0.5485,73.6139,1
0.1757,2.09,0.5088,16.3636,0
0.6471,8.75,0.4457,7.1509,0
0.1066,4.55,0.4749,39.2725,1
0,-0.58,1,0,0
0.2086,0.34,0.7387,42.6471,1
0.0287,0.23,0.2394,40.6087,0
-0.0289,-0.47,0.3143,0,0
0.0672,2.7862,1,18.4588,1
-0.024,-1.84,0.5099,0,1
-0.0829,5.54,0.0538,15.444,0
0.1044,2.06,0.7177,17.9078,0
0.4587,0.02,0.3146,12,0
0.4002,6.5,0.5656,34.2062,0
-0.0912,0.61,0.2961,61.3228,0
0.0752,-0.17,0.8126,0,1
0.1582,1.12,0.3366,67.0982,1
0.2111,6.45,0.3763,28.5798,1
0.0006,0.29,0.6106,9.4828,0
0.0078,0.07,0.2143,204.4286,0
0.0091,2.49,0.2674,17.9317,0
-0.2052,-2.31,1,0,0
0.5324,-1.61,0.4882,0,1
0.2806,0.87,0.3635,51.8621,1
0.3358,0.31,0.3461,26.7742,0
0.2987,-0.69,0.4442,0,1
0.0027,-0.89,0.7712,0,0
0.1307,0.2,0.3233,10.15,1
-0.0996,-0.78,0.307,0,1
0.0361,-1.27,0.5318,0,0
0.1085,-0.87,0.567,0,0
0.3391,0.68,0.3964,26.4706,1
0.4084,0.19,0.4046,34.7368,0
0.1783,3.47,0.5011,23.2824,1
0.098,0.75,0.2169,21.84,0
-0.052,-0.04,0.5335,0,0
-0.3473,-0.35,-0.0237,0,0
0.19,-4.49,0.7605,0,0
0.0763,0.23,0.7945,81.087,1
0.362,0.29,0.6156,142.069,1
0.1055,1.25,0.081,14.44,0
-0.3095,0.68,0.3744,18.5882,0
0.1376,0,0.4462,0,1
0.0769,4.86,0.3526,25.2449,0
0.0682,-0.72,0.2382,0,0
-0.0929,-5.48,0.301,0,0
-0.0627,-0.48,0.855,0,0
0.0285,0.12,0.2471,75.4167,0
0.5992,0.13,0.9444,231.7692,1
0.0296,-0.23,0.2326,0,0
-0.82,-3.71,0.005,0,1
-0.1949,0.19,0.4643,83.9474,1
0.2345,-0.15,0.3897,0,0
-0.2492,-5.59,0.5663,0,0
0.9497,-0.2,0.0641,0,1
0.0637,-0.18,0.4545,0,0
-0.0489,-0.07,0.8179,0,1
-0.7817,0.46,0.2607,42.3261,1
0.0469,1.41,0.309,45.2695,0
2.4046,-9.06,-6.63,0,0
0.0825,-0.63,0.7625,0,1
-0.926,-5511.4,0.6869,0,0
0.269,0.3244,1,127.3736,0
0.1185,0.31,0.5942,76,1
-0.091,-0.67,0.4368,0,0
0.0181,0.25,0.739,54.72,0
-0.0019,-0.3,1,0,0
0.0814,2.05,0.1312,12.8195,1
0.7354,2.12,0.2566,29.7642,0
-0.1053,0.35,0.4799,30.5714,1
-0.7472,0.17,0.6979,13.8235,0
0.0608,4.32,0.6924,32.9282,1
0.2045,0.78,0.9205,59.5513,0
0.108,0.93,0.4949,81.2903,0
0.1215,0.3455,0.6761,18.2344,1
0.6424,0.39,0.5189,6.9231,0
0.2,2.08,0.3629,29.375,1
-0.0243,66,0.1804,0.2688,1
0.1799,0.4,0.4869,14.375,1
0.1059,3.65,0.2251,18.5,0
-0.24,0.04,0.304,61.25,1
-0.0035,0.56,0.3328,34.6429,1
-0.2169,-1.98,0.1442,0,1
2.6778,-0.33,0.0648,0,1
0.3544,1.68,0.591,15.8393,0
-0.0927,-0.54,0.652,0,1
-0.0062,1.31,0.2617,19.9618,0
0.0911,1,0.3433,16.69,0
0.1275,-0.02,0.3563,0,0
0.078,-1.49,0.521,0,0
-0.262,0.11,1,113.6364,0
0.0249,0.88,0.3003,39.625,1
0.0126,-0.46,0.4346,0,1
0.3263,-1.69,0.5979,0,0
0.1438,-0.68,0.4257,0,0
0.04,0.57,0.4011,24.3158,1
0.1064,-5.04,0.147,0,0
0.3518,0.15,0.7192,81,0
0.6174,-6.2,0.9258,0,0
-0.0713,-0.9,0.3598,0,0
0.0833,0.23,0.1335,43.6522,0
0.1402,0.12,0.4706,77,1
0.1555,-7.86,0.3844,0,0
0.4544,0.67,0.5891,18.0597,0
-0.1428,-0.26,0.342,0,1
0.212,1.32,0.3836,41.3258,0
-0.0729,0.05,0.1858,104,0
0.1185,0.36,0.2455,13.8333,0
0.1308,1.08,0.3864,23.4259,1
-0.5355,-0.01,0.2247,0,1
0.2762,-0.31,0.4896,0,0
0.022,2.68,0.7854,30.8918,1
0.0757,0.23,0.4245,32.4348,0
0.2452,0.01,0.3474,1205,0
0.3337,-0.05,0.4718,0,1
-0.0171,0.6,0.2668,0,0
-0.0944,-7.9,0.0232,0,0
0.0928,0.09,0.5483,44.7778,0
0.1628,0.21,0.6987,22.8571,0
-0.3869,-5.68,0.8325,0,0
0,4.35,0,10.3908,0
0,-4.5,0,0,0
0.0129,-0.22,0.2193,0,1
-0.1109,-1.25,0.6357,0,0
0.2617,0.24,0.7183,83.3333,0
-0.0362,-0.55,0.3206,0,1
-0.025,-0.08,0.2118,0,1
-0.2861,-1.041,0.3772,0,0
0.4588,-2.08,0.2805,0,0
0.2375,3.23,0.1341,15.2941,1
0.1057,0.63,0.0933,4.5238,0
-0.2829,0.05,0.9434,89,0
0.0345,-0.05,0.3838,0,1
-0.253,0.54,0.4051,4.7593,0
0.0663,0.44,0.332,60.2273,0
-0.1802,0.49,0.2093,45.7551,1
0.314,0.3,0.2951,66.8333,1
0.027,0.41,0.7986,7.3171,1
0.3289,-29.0876,0.3137,0,0
0.2802,0.35,0.3214,24.8571,0
0.4678,-29,0.4691,0,0
0.0644,0,0.5112,0,0
-0.1241,-2.81,0.91,0,0
-0.3676,-0.07,0.3302,0,0
0.1481,-1.06,0.1551,0,0
-0.9899,-0.99,-25.3333,0,0
0.061,-0.36,0.3941,0,1
-0.0443,-0.31,0.574,0,0
0.0049,0.17,0.2096,92.9412,0
0.1833,-0.5522,0.4023,0,0
0,0.73,0.8457,6.1644,0
-0.0323,-0.04,0.1804,0,0
-0.0974,-0.06,0.8438,0,0
0.4204,-0.048,0.5585,0,1
0.1235,2.48,0.3137,29.1935,0
-0.0668,0.5,0.5194,21.94,0
-0.2088,-2.79,-0.1808,0,0
0.067,-0.87,0.6468,0,1
2.1189,0.8992,0.3346,53.9257,0
0.1064,3.04,0.5684,40.3618,1
-0.0021,0.33,0.0994,16.6667,0
0.2599,-0.01,0.304,0,0
0.3444,-0.75,0.2107,0,0
0.0767,0.13,0.6243,57.6923,1
-0.0998,-0.16,0.312,0,0
-0.0171,-0.97,0.2082,0,0
0.025,-22.5,0.5605,0,0
0.2637,-1.2,0.2491,0,0
0,-1.52,0.1761,0,0
-0.1707,-0.72,0.2243,0,0
-0.1994,-1.99,0.5048,0,0
-1,3.07,0,2.1661,0
-0.0178,0.28,0.4093,48.9286,0
-0.1405,-1.65,0.5743,0,0
0,-0.03,0,0,0
-0.0357,-0.52,0.8381,0,0
-0.0504,-0.13,0.1137,0,0
-0.1439,0.64,0.2421,17.3281,0
-0.0368,-0.56,0.3347,0,0
-0.0059,-0.304,0.6137,0,1
1.3855,0.72,0.793,5,0
-0.1418,0.13,0.3728,9.3846,0
0.6441,0.07,0.3349,131.1429,1
-0.3598,-0.95,0.2429,0,0
-0.1163,-1.58,0.0405,0,0
0.0461,0.02,0.6123,235,0
-0.0914,-0.55,0.2234,0,1
0.2224,0.72,0.219,59.375,0
0.0774,-0.4296,0.3835,0,0
18.8394,-4.23,0.1521,0,0
0.2926,0.1,0.5604,30.5,0
0.0115,0.12,0.2918,68,1
0.0398,0.06,0.8167,58.3333,1
-0.0864,-0.01,0.5483,0,0
0.3348,0.34,0.2616,9.1176,0
0.0721,2.27,0.2896,19.7137,0
-0.2406,0.01,0.1167,483,1
-0.034,-0.2,0.2479,0,1
0.0721,-0.61,0.368,0,1
0.0472,0.63,0.7312,27.1429,0
0.1509,-0.96,0.5259,0,0
-0.1714,-1.32,0.2531,0,0
-0.0749,-0.13,0.2867,0,0
-0.0354,0.52,0.0819,13.4615,0
-0.0913,-1.16,0.0089,0,0
0.0723,0.04,0.3455,143.75,1
0.1019,-0.02,0.5272,0,1
0.0747,-0.02,0.4788,0,1
3.2928,-1.05,0.8252,0,0
0.3663,-2.3761,0.6749,0,0
18.9942,-0.8929,-0.3896,0,0
-0.0368,-0.89,0.1079,0,0
-0.0081,-0.27,0.3245,0,1
0.038,-0.44,0.2469,0,0
-0.9754,-1.09,-1,0,0
0.0004,-0.84,0.5293,0,0
0.13,0.31,0.3993,27.7097,0
-0.2473,-0.38,0.1136,0,0
0.4504,0.09,0.634,20.5556,0
-0.743,-6.6,-1.092,0,1
0.2208,-0.1,1,0,1
-0.1082,-2.55,-0.3261,0,0
0.024,-0.23,0.5351,0,0
-0.3367,-1,0.5751,0,0
-0.1863,-0.49,0.7788,0,0
-0.1706,-0.47,0.0779,0,1
-0.052,-1.17,0.7259,0,0
0.2791,1.3,0.1372,2.2692,0
0.0604,-13,0.083,0,0
0.0214,-0.11,0.3978,0,0
-0.1038,-2.24,0.1764,0,0
0.074,0.58,0.2412,18.7931,0
-0.0161,0.43,0.4735,30.814,0
0.1022,0.13,0.3936,12.6923,1
0.4765,-1.04,0.4851,0,0
0.1779,0.65,0.243,19.2308,1
0.0258,0.14,0.1637,52.5,0
-0.0677,0.27,0.8788,24.8148,1
-0.0246,1.13,0.1686,14.823,0
0.4709,-0.22,0.418,0,0
-0.077,3.8,0.496,22.2816,1
0.3156,0.506,0.2403,22.1937,1
0.0126,2.09,0.2216,19.1914,0
-0.2171,3.2,0.2403,49.6875,0
-0.0605,2.83,0.352,22.1837,0
0.0141,4.48,0.2307,20.3638,1
-0.0549,1.51,0.6067,27.6821,1
-0.0073,4.58,0.2513,14.738,1
-0.1253,1.05,0.3898,42.7143,0
0.0122,7.28,0.4495,9.2898,1
0.1835,0.2454,0.6343,20.6601,1
0.4286,0.213,0.5102,40.493,1
0.0501,-0.0412,0.2492,0,0
0.4342,2.81,0.3478,31.1495,0
0.552,1.25,0.3236,35.936,0
-0.0164,6.03,0.3659,18.9983,1
-0.015,1.82,0.3678,34.0934,0
0.0161,5.35,0.292,13.6131,0
0.028,1.68,0.2266,22.9167,1
-0.0414,1.99,0.3728,36.8693,0
-0.0409,-1.57,0.2804,0,0
-0.0041,4.39,0.5506,23.8383,1
