Revenue Growth,EPS,Gross Margin,Profit Margin,Free Cash Flow margin,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,returnOnAssets,returnOnEquity,currentRatio,quickRatio,Graham Number,ROE,Gross Profit Growth,Net Income Growth,EPS Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),R&D Expense Growth,Class
0.0017,1.21,0.2293,0.081,-0.0675,1.1091,0.774,9.6116,0,-11.7589,,9.585436692,0.777833186,,0.1067,9.752265861,0.879628399,17.695,0.1067,-0.0105,-0.0501,-0.0472,-6.3744,,0.5788,0.1501,,0,0,,0,0,0,1
0.0656,1.1053,0.3916,0.0432,-0.0396,,0.9966,23.2064,0,87.6437,13.76684449,22.02140111,0.902993938,0.1402,0.0689,1.0295,0.635647246,,0.0689,0.1171,3.7111,3.6099,-1.5029,,,0.1479,,,-0.1969,,,0.0562,0.2006,1
-0.0267,0.35,0.162,0.009,0.0192,0,0.4512,52.1143,24.8558,5.6442,5.709001023,49.36558168,0.456362535,0.049,0.2156,0.474,0.165393098,3.7038,0.2156,-0.0743,-0.6907,-0.6635,-0.5579,,0.0113,0.0444,,0.0015,-0.0011,,-0.1779,-0.4068,0,1
0.0877,1.21,0.3981,0.207,0.2125,4.5674,3.4591,16.7521,16.2787,12.1739,11.58943492,15.90580453,3.293011717,0.2363,0.1819,7.707,6.23984137,13.4735,0.1819,0.1071,0.0914,0.1101,0.3908,0.1136,0.1043,0.1312,0.1376,0.2752,0.1495,0.1232,0.1615,0.1635,0.0661,1
0.0238,5.96,0.4097,0.151,0.0026,2.0375,2.1182,14.0721,806.0642,7.1511,6.777815918,13.29111815,2.007633767,0.0779,0.1407,0.168,0.095574096,75.5005,0.1407,0.0879,0.9276,0.967,-0.933,0.0485,0.0268,0.0304,0.1012,0.1185,0.2224,0.0718,0.1643,0.4056,0,1
0.5025,-2.29,0.239,-0.058,-0.0193,40.0544,0.8903,0,0,47.9093,47.5927478,,0.884370558,-1.2208,-2.4485,0.856,0.659875812,0,-2.4485,0.4939,-1.5099,-1.4891,-1.8949,,,0.2154,,,-0.0389,,,0,0,1
0.2189,1.722,0.1837,0.044,0.0479,1.0926,0.6223,14.0018,12.9386,12.4882,10.52065918,11.81868045,0.524237047,,0.0782,6.909677419,1.254674194,29.2401,0.0782,0.2316,0.5688,0.5626,88.3644,-0.0774,0.2147,0.1116,-0.1152,0,0,-0.0781,0,-0.312,0,1
0.024,1.35,0.2068,0.07,0.0635,4.3694,1.421,19.437,21.5063,11.6093,10.90954273,18.97121285,1.335358869,0.2407,0.2095,1.42,1.033864542,14.0069,0.2095,0.4959,0.5418,0.5169,0.1281,,,,,,,,,,0,1
-0.1361,6.43,0.2055,0.072,0.0467,4.5406,0.9139,12.7621,19.572,8.3368,10.88399579,16.66665833,1.193150619,0.1771,0.1542,1.594,1.226824761,77.6646,0.1542,-0.1172,0.2415,0.2413,0.229,0.0177,-0.0054,-0.0086,0.0374,0.0298,0.0392,0.0275,-0.0165,0.0812,-0.3179,1
-0.0001,3.67,0.4603,0.191,0.0636,0,1.0439,5.5613,16.6958,7.6441,7.663766971,5.477292509,1.046592561,0.165,0.4499,0.843,0.658600179,25.8958,0.4499,0.0036,7.8968,7.7381,-0.2806,-0.0253,-0.0638,-0.1359,-0.0576,-0.0182,-0.0272,0.1076,0,0,0,1
-0.0013,1.69,0.1155,0.047,0.0289,2.4385,0.6679,14.3314,23.1143,12.3491,11.96642845,13.87333469,0.647215348,0.1868,0.1695,3.019,1.632798632,19.4785,0.1695,0.0741,0.104,0.1046,-0.0161,0.0306,0.1627,0.0818,-0.0567,0,0.7513,0.02,0.3296,0.1408,0,1
0.0885,2.68,0.3603,0.083,0.1005,0,1.6682,20.1082,16.5906,12.7834,12.33655185,19.42141089,1.609847134,0.3267,0.175,1.715,0.951827243,30.3791,0.175,0.1354,0.3117,0.3604,0.6668,,0.0854,0.1302,,0.3012,0.3282,,0,0.2449,0,1
0.315,1.87,0.818,0.032,0.0912,0,1.9227,60.1283,21.1341,10.8905,10.6510023,58.50497365,1.880374125,-0.22,0.0682,0.563,0.527337945,33.9748,0.0682,0.3383,-0.6311,-0.6814,0.3769,0.1599,0.1812,0.1816,0.1092,0.1113,0.2212,0.0261,-0.1161,0.0281,0.4875,1
0.0587,0.14,0.3916,0.007,0.0815,1.6049,1.0173,17.8218,0,37.3887,5.729668131,101.8596691,0.728634726,0.3192,-0.2423,0.742,0.59560945,0,-0.2423,0.0176,1.4199,1.2235,-6.6103,,,,,,,,,,0,0
0.0001,0.66,0.4596,0.06,0.1504,0,2.2978,38.1818,15.2617,12.1166,10.26209436,32.41196139,1.946130715,0.1148,0.0737,1.504,1.14194831,11.5228,0.0737,0.0222,4.0918,4.1429,-0.0265,,-0.0133,-0.0102,,-0.0792,-0.054,,-0.0771,-0.1933,0,0
-0.0498,-0.43,0.4827,-0.031,0.0193,3.4947,0.4933,0,25.499,12.8578,12.8270979,,0.492079259,-0.0515,-0.0748,2.853,1.646674266,0,-0.0748,-0.0208,0.6762,0.6692,3.2751,0.115,0.0496,0.0155,0.1259,-0.1924,-0.1689,0,0,0,0,1
0.0659,0.99,0.3512,0.116,0.1136,0,0.8763,20.1818,7.7104,6.4654,6.465446238,7.5543635,0.87626927,0.6993,0.1824,1.251,0.84175217,17.9737,0.1824,0.0398,0.9297,-0.2667,0.505,0.0571,0.0695,0.0429,0.0722,0.1517,0.1522,0.0755,0.1135,0.3897,0,1
-0.008,0.83,0.952,0.081,0.1682,11.2628,4.6772,57.241,27.6665,21.5647,21.46090343,57.40791667,4.654695946,0.1525,0.0799,2.246,2.172576832,14.0544,0.0799,-0.0174,-0.3939,-0.3986,-0.1942,,0.1642,0.1559,,0.0628,-0.032,,-0.0907,-0.1673,0.1739,0
0.1294,2.27,0.3569,0.043,-0.0129,3.3792,1.1419,26.207,0,19.0063,18.87019945,26.24424829,1.133676126,0.0662,0.1028,2.984,1.130630579,33.4217,0.1028,0.0896,0.0011,-0.0173,0.335,,-0.9074,-0.2543,,0,0,,0,0,0,1
0.0732,1.7,0.71,0.106,0.0935,26.3731,1.616,15.2059,17.2851,14.056,14.05599474,15.22732763,1.616039825,,1.006,1.88277512,3.107655502,8.0353,1.006,0.1074,-0.0345,-0.0341,0.1045,,,,,,,,,,0,1
-0.0588,3.63,0.4648,0.115,0.096,0,1.2102,10.4959,12.5994,11.023,10.33829646,9.856609492,1.13499395,0.807,0.3362,1.231,0.841775599,29.6711,0.3362,-0.0931,-0.2518,-0.2406,-0.4477,0.0954,0.044,0.0354,0.0474,-0.0514,-0.183,0.0805,-0.0006,-0.097,0,0
0.0231,1.48,0.474,0.083,0.2933,0,2.6539,31.7568,9.0058,8.8026,8.30712104,16.85698263,2.504558924,0.2031,0.3618,1.732,1.53952259,15.5486,0.3618,0.1296,2.3301,1.902,0.1161,,,0.7597,,,0.7957,,,0.5835,0,1
0.0525,2.02,0.5568,0.071,0.0545,2.6428,1.1542,16.3564,21.4154,15.7043,13.68688549,14.10544025,1.005902553,0.1421,0.1445,2.012,0.567066893,25.3409,0.1445,0.0756,0.5249,0.5659,-0.025,-0.0126,0.0368,0.0385,-0.0624,-0.0109,-0.007,-0.0243,0.1468,0.2149,0,0
0.0524,0.7,0.3158,0.015,0.0147,1.1229,0.2158,14.4429,14.5776,5.6026,4.439891139,11.50679769,0.17104249,0.0602,0.0769,2.069,0.132357693,12.0433,0.0769,0.0367,0.0283,0.0294,1.5256,0.0281,0.0261,0.025,0.0254,0.0564,-0.005,-0.0531,-0.0591,0.0031,0,0
0.1258,0.24,0.5446,0.011,0.0063,0,2.1859,99.7,45.4577,33.3102,0,0,0,0.0654,0.0332,0.737,0.196887066,3.1866,0.0332,0.14,2.689,3,0.2658,,,,,,,,,,0,1
0.0391,2.84,0.3957,0.096,0.1131,0,2.1015,22.6725,18.582,16.4205,15.88877759,21.2312373,2.033464244,0.3507,0.3418,1.635,1.055016181,23.4218,0.3418,0.0945,-0.1076,-0.0274,0.2175,0.0528,0.0801,0.095,0.0496,0.0797,0.079,0.0328,0.0803,-0.0214,0,0
0.2739,-1.56,0.1947,-0.028,0.0651,5.1852,0.8603,0,13.211,7.2213,6.583383953,,0.78433124,-0.0359,-0.0407,1.792,0.89720568,0,-0.0407,0.2901,-1.7815,-1.5253,0.4267,,,,,,,,,,0,1
-0.0311,5.49,0.4145,0.19,0.1755,0,4.0345,21.7887,23.6505,16.3934,15.84228435,20.48392323,3.898882955,0.207,-2.1261,1.398,0.777758556,0,-2.1261,0.0424,0.0347,0.139,-0.1249,0.0546,0.0195,0.0078,0.0726,0.0047,-0.0019,0.0668,0.0057,-0.0066,0,1
0.0115,3.08,0.1839,0.061,0.0472,4.6307,0.3773,6.3247,7.9962,3.6548,3.654801947,6.189020663,0.377329603,0.1382,0.4774,1.994,1.598158097,21.3751,0.4774,0.1427,0.0216,0.0165,0.0103,-0.0174,0.0851,0.0675,0.0406,0,0.2178,0,0.1067,0.3602,0,0
0.1419,5.89,0.3726,0.071,0.0331,4.4946,1.4646,20.4788,44.231,21.6403,19.84793808,18.80442605,1.343255313,0.1124,0.1529,3.986,1.718443228,71.7001,0.1529,0.1765,0.2271,0.2348,2.4522,,0.1549,0.194,,0.0814,0.1364,,0.2027,0.1041,0,0
0.0613,5.12,0.431,0.081,0.0878,14.1573,1.342,16.9805,15.2812,11.6251,11.11543364,15.92548358,1.283128114,0.2211,0.327,3.808,1.807682748,42.8828,0.327,0.0958,0.0836,0.1253,0.3731,0.1091,0.1247,0.1021,0.1726,0.4014,0.2482,0.1407,0.2182,0.2106,0,1
-0.002,1.1,0.3822,0.072,0.0991,4.3783,1.2173,16.8364,12.3191,9.6445,9.23881949,16.13202138,1.166076324,0.1585,0.2115,2.604,1.346373279,11.3446,0.2115,0.1261,1.9191,1.973,12.3095,-0.0006,0.0234,0.023,0.0479,0.2086,0.3901,0.4649,0.5324,1.2978,0,1
0.1926,1.69,0.1916,0.015,0.1044,4.8024,0.6526,11.4793,6.2498,6.2178,6.217813661,44.03165968,0.652605882,,0.0954,4.740841248,0.565886024,13.2557,0.0954,0.1979,-0.7686,-0.0865,2.3884,,,0.238,,,0,,,-0.1722,0,1
0.2194,0.2508,0.4331,0.0037,-0.0185,,0.5093,45.4545,0,,127.1676319,19.72989669,0.504165633,0.009,0.0551,0.3921,2.194612768,,0.0551,0.591,30.8671,19.0432,-0.3232,,,-0.2007,,,0,,,0,0.4911,1
-0.0272,0.3,0.4298,0.022,0.08,1.1665,0.7939,37.8333,9.9288,7.4975,7.168617095,35.16226709,0.759050387,0.0465,0.0155,1.593,1.382473382,11.6009,0.0155,-0.0022,2.2177,2.1538,-0.0596,,,-0.0236,,,0.2048,,,-0.2933,0,1
0.2106,5,0.3528,0.082,0.0195,7.965,2.9312,36.114,150.5374,30.6012,30.72112179,36.08431955,2.942642605,0.1752,0.2218,3.471,1.364954937,50.5012,0.2218,0.2178,0.2445,0.25,-0.48,-0.0801,0.1999,0.2046,-0.0437,0.1444,0.1587,0.0252,0.3295,0.2241,0,0
-0.0049,0.98,0.4019,0.051,0.077,0,0.7327,14.2857,9.5034,6.4899,6.483562809,14.22700433,0.731957772,0.1726,0.1155,1.786,0.402832994,13.704,0.1155,0.0094,10.2321,9.8889,64.3545,,,-0.043,,,0.1422,,,1.8413,0.078,0
-0.2454,3.68,0.3658,0.107,0.0533,0,2.6761,25.8641,51.7878,29.7893,29.30695008,24.66287808,2.632803794,0.208,-0.5712,0.559,0.325236308,0,-0.5712,-0.0187,0.1403,0.2734,-0.5592,0.0165,0.0351,0.0611,0.1054,0.3997,0.2477,0.0846,0.1782,0.3024,0,0
0.1068,1.18,0.4293,0.213,0.1255,10.8726,4.4246,21.7415,36.8685,16.8795,17.65738179,21.71565368,4.628522022,0.2606,0.3491,1.791,1.514148998,9.8266,0.3491,0.1266,0.2301,0.3563,-0.1505,0.1425,0.1397,0.0979,0.1404,0.126,0.2211,0.1598,0.1653,0.1791,0,1
0.085,3.47,0.1899,0.065,0.0761,0,0.7895,13.3026,9.2996,6.4266,6.546210348,13.45702759,0.804156678,0.2431,-2.481,0.447,0.176880117,0,-2.481,0.0403,0.0306,0.123,0.1488,0.0536,0.1124,0.0985,0.059,0.1499,0.148,0.0985,0.1805,0.1704,0,0
0.0681,-0.17,0.4609,-0.019,-0.034,2.6366,0.532,0,0,12.793,12.35900326,,0.51395585,-0.057,-0.095,1.201,0.109646583,0,-0.095,0.0728,0.3161,0.32,0.4448,-0.0305,0.0153,0.028,-0.0266,-0.0125,-0.1562,0,0,0,0,0
0.0187,4.8,1,0.075,0.1159,0,1.3016,17.7229,11.2297,10.2778,9.577421555,16.27978221,1.212887017,-1.8704,0.5313,0.908,0.751814659,31.4631,0.5313,0.0187,0.05,0.0835,-0.1051,0.0698,0.0538,0.0487,0.0497,0.1166,0.056,0.0678,0.0712,0.0814,0,0
0.11,0.59,0.1194,0.016,0.0152,26.2236,0.8185,42.3729,0,40.9708,,,,0.0877,0.1269,1.597,0.579184811,6.2649,0.1269,0.2635,0.3201,0.3721,1.87,,,,,,,,,,-0.0599,1
0.11,12.55,0.314,0.104,0.0751,5.6094,1.6701,16.0757,22.2093,11.1224,11.11321211,16.06953207,1.668750622,0.2256,0.1611,1.277,0.551007976,148.3025,0.1611,0.1668,0.512,0.4994,0.5821,0.0034,0.0805,0.057,0.0462,0.329,0.3538,0.0642,0.3776,0.3722,0,1
0.1045,0.66,0.3375,0.039,0.0021,0,0.7589,19.3485,365.5565,15.1423,15.12875307,19.29731807,0.758252854,0.1661,-13.4876,1.819,0.020153063,0,-13.4876,0.1084,1.0147,0.9412,1.1512,,,0.0203,,,-0.2319,,,-0.0782,0,0
0.0975,6.3,0.4382,0.145,0.0397,20.7701,2.1152,15.0476,53.26,21.7753,21.02467214,14.12250316,2.042265227,0.3921,0.3764,1.95,0.927282648,49.4073,0.3764,0.1101,0.6105,0.712,-0.4747,0.0827,0.1131,0.0895,0.0473,0.1316,-0.0118,0.1292,0.3069,0.3604,0,1
0.1287,4.4,0.6204,0.11,0.132,9.3272,1.944,17.7727,14.7316,11.9396,11.20606016,16.61079228,1.824538529,0.2937,0.296,1.995,1.608451664,38.4418,0.296,0.1241,0.2203,0.2188,0.5428,0.0732,0.039,0.0854,0.1249,0.1636,0.2843,0.118,0.0814,0.2606,0.0964,1
0.0358,4.18,0.1533,0.02,0.013,24.7873,0.2304,11.7895,18.1326,9.6501,9.846449612,11.80201626,0.235122773,0.249,0.1863,0.809,0.188310574,46.3821,0.1863,0.0159,-0.0273,0.0636,-0.0046,0.0999,0.1702,0.1322,0.1417,0.14,0.0784,0.1149,0.1653,0.1055,0,1
-0.0259,2.14,0.1443,0.024,0.013,6.0241,0.8709,37.8224,67.1463,23.7327,23.73274604,36.70664722,0.87092646,0.0657,0.128,1.875,1.522502744,28.8024,0.128,0.0605,-0.9672,-0.9604,-0.7285,,-0.0867,0.3791,,0.0008,-0.1898,,0.0726,-0.4623,0,1
0.1117,3.58,0.3082,0.087,0.1031,0,2.693,30.5112,26.1226,20.4572,19.81851696,29.99530984,2.608929727,0.5377,-0.1071,1.603,1.186146714,0,-0.1071,0.1486,0.1858,0.2095,0.8692,0.06,0.0916,0.1111,0.097,0.201,0.1979,0.0808,0.1923,0.2123,0,1
-0.0358,2.1422,0.3948,0.0005,0.0403,,0.0294,13.5608,0.9454,,0.201146033,0.828871005,0.029379542,0.0346,0.1256,0.0155,0.66809614,,0.1256,-0.0228,-0.2943,-0.3194,-0.3533,0.2766,0.2496,0.2013,0.5322,0.286,0.2446,0.2065,0.1263,0.0947,0,0
0.2231,1.06,0.3509,0.069,0.0419,7.9839,2.3492,33.8019,56.0401,22.2316,22.21768198,33.86309078,2.347753693,0.2043,0.2359,2.591,0.97279737,10.346,0.2359,0.2277,0.2016,0.191,0.1974,,-0.0563,0.089,,0.0072,0.2348,,0.0782,0.2326,0,1
0.0439,1.28,0.5455,0.09,0.2531,0,4.1905,46.9219,16.6074,11.9355,10.59138278,41.47266489,3.718589237,0.1008,-0.6344,0.882,0.66569922,0,-0.6344,0.0311,-0.2352,-0.2242,-0.0707,,0.0921,0.0766,,0.1498,0.0967,,0,0.0156,0,1
0.0638,0.4089,0.2494,0.0171,0.2357,,0.4796,30.7288,2.2318,31.1706,1.646013493,4.348675035,0.517368611,0.0646,0.1448,0.2026,1.179340348,,0.1448,0.2134,0.674,0.5252,0.3002,,0.2313,0.1718,,0.3425,0.2536,,0.4583,0.418,0,1
0.0691,1.21,0.4207,0.036,0.1065,0,0.3881,11.6529,3.618,2.8867,2.866209677,10.69708993,0.385350187,0.0407,-0.2012,0.744,0.543271131,0,-0.2012,0.0491,158.344,120,0.5023,0.0331,0.0086,0.0095,0.0402,-0.0747,-0.0539,-0.1017,-0.1571,0,0,1
1.3339,-12.6,0.3303,-0.069,-0.1086,0,1.9547,0,0,-14.6961,,,0,-0.3557,0.4114,1.204,0.792326866,155.3802,0.4114,2.3887,-0.1687,0.087,-1.2533,,,,,,,,,,0,0
0.2175,0.45,0.4618,,,,,,,,,,,,,2.864431487,1.278425656,,,,,,,,,,,,,,,,,0
0.1436,4.89,0.1585,0.056,0.0632,10.599,0.8793,15.6994,13.9136,11.8083,11.28072671,15.00506972,0.840024312,0.3616,0.2027,1.56,0.924482699,51.5012,0.2027,0.3027,0.2866,0.304,0.406,0.049,0.1581,0.1263,0.1038,0.2589,0.3346,0.0542,0.2076,0.1926,0,1
0.1356,2.02,0.6031,0.218,0.2914,0,1.4749,6.8246,5.1081,4.3552,4.168846236,6.47909216,1.411814306,0.7986,0.1923,1.277,0.682575854,21.9213,0.1923,0.1659,-0.0497,-0.0098,0.0966,-0.1206,-0.1588,0.0971,-0.0676,-0.0169,0.1191,-0.0859,0.0095,0.0587,0,1
0.0714,2.1,0.3215,0.083,0.0459,3.5306,1.3508,16.1667,29.3636,11.4347,11.41521771,16.15459411,1.348528335,0.1655,0.1664,2.502,1.79354209,24.4085,0.1664,0.0675,-0.197,-0.2075,-0.1482,0.2575,0.0902,0.0857,0.2849,0.1446,0.1873,0.2809,0.3753,0.2788,0.2235,0
-0.0781,1.03,0.8055,0.051,0.1387,0,2.8199,54.5673,20.3326,14.1552,14.30957018,55.46016847,2.850598683,0.2784,0.0573,1.325,0.722056632,20.3561,0.0573,-0.0738,-0.7593,-0.7588,-0.1508,,,-0.1241,,,-0.1472,,,-0.0678,0,1
0.0041,9.4,0.3726,0.021,0.0593,1.4147,0.2184,10.5106,3.738,2.5195,0.114865206,0.475432519,0.009958246,0.074,0.1392,2.33,0.558845825,121.5367,0.1392,-0.0826,-0.4727,-0.4337,7.9579,0.0083,0.1319,0.1155,0,0.0868,0.1826,0,-0.115,-0.2738,0,0
-0.011,0.35,0.5429,0.055,0.1551,4.3673,2.4809,45.4286,16.1816,7.4625,6.719383273,40.58648933,2.233834416,,0.088,0.616504854,0.614606796,5.6537,0.088,0.0135,-0.3814,-0.3636,-0.6068,,0.2031,-0.0074,,0.3434,0.0577,,0.2349,-0.109,0,1
0.0814,2.53,0.2817,0.085,0.0803,9.1438,1.9253,22.4348,23.847,17.3331,16.6579133,21.64537573,1.850300895,0.3279,0.4129,1.48,0.522174606,18.7972,0.4129,0.0836,0.1037,0.1295,0.321,0.1321,0.1216,0.1013,0.1761,0.1817,0.1376,0.2203,0.1656,0.1215,0,1
-0.0333,3.86,0.3172,0.073,0.1233,13.6785,2.0576,28.3057,16.613,13.2676,12.76417996,27.1104854,1.9795435,0.1697,0.1014,2.639,1.746640701,57.7303,0.1014,0.0792,-0.2177,-0.2106,-0.0759,0.0333,0.0568,0.0485,0.3822,0.2166,0.0825,0.0094,0.0588,0.0571,0.0607,1
0.059,3.42,0.3706,0.062,0.0685,3.8699,0.9327,15.1053,13.7502,8.5314,7.807542488,13.69862775,0.853583056,0.2528,0.2588,1.341,0.273929751,32.05,0.2588,0.0243,0.0039,0.0364,0.3277,0.06,0.1084,0.1041,0.0712,0.1248,0.1777,0.0627,0.1278,0.0971,0,1
0.1306,2.78,0.2126,0.066,0.059,8.0513,0.9408,14.4137,16.053,8.2402,7.994161078,13.9152145,0.912749711,0.1791,0.1849,1.392,1.019695956,30.8516,0.1849,0.1325,0.0308,0.0817,0.8414,0.078,0.0538,0.0916,0.0964,0.0831,0.1539,0.1166,0.0197,0.0054,0,1
0.0022,1.86,0.4065,0.032,0.0292,2.496,0.4557,14.4516,15.584,7.8751,7.632356388,13.97146774,0.441672992,0.1228,0.1355,2.242,0.696427611,24.0014,0.1355,0.0074,-0.0165,-0.0211,0.0959,0.0066,0.0066,0.007,-0.0064,0,-0.0956,0.0656,0.1705,0.4276,0,1
0.0887,1.29,0.1955,0.031,0.0443,0,0.4344,13.9147,9.8028,3.8767,3.85484599,13.85162363,0.431959018,0.068,0.8228,1.094,0.52038835,6.7419,0.8228,0.1802,0.5481,0.5542,0.4417,-0.0046,-0.016,-0.0072,0.1682,0.0862,0.0385,0,0,-0.1247,0.0156,1
0.0724,0.08,0.2826,0.054,0.0508,0,0.7566,410.875,14.8967,12.3298,11.61360306,13.26693597,0.712658252,0.4862,-6.3512,1.297,0.198848025,0,-6.3512,0.1053,0.0837,-0.964,1.9214,,,,,,,,,,0,1
0.032,3.76,0.4515,0.065,0.0322,2.5547,1.0361,15.9335,32.2614,15.4423,15.5026107,15.95247994,1.04012003,0.1558,0.1264,3.295,1.702781575,50.371,0.1264,-0.0358,-0.2443,-0.2,-0.2299,0.2321,0.1731,0.1452,0.1707,0.013,-0.0455,0.1615,-0.0199,0.0239,0,1
0.0381,2.04,0.3759,0.045,0.0666,0,1.318,29.7843,19.7905,13.9098,13.3824804,28.12347834,1.267990344,0.1249,0.0942,2.214,1.351951818,31.8264,0.0942,0.0512,0.052,0.057,0.0623,0.0746,0.0844,0.0868,0.077,0.0547,0.0351,-0.0002,-0.0343,0.0176,0,0
0.1443,0.5,0.5177,0.057,0.2488,0,5.262,40.38,9.2881,18.2905,8.033919332,40.66172093,2.311296237,0.3107,-0.1644,1.095,0.93745872,0,-0.1644,0.2271,0.161,3.5455,0.5059,,,,,,,,,,0,1
0.2955,3.09,0.6358,0.161,0.1342,22.8786,8.4205,52.11,62.7444,37.3712,37.28431723,52.01939569,8.400888816,0.3269,0.318,1.508,1.434411317,25.9851,0.318,0.2291,0.289,0.2875,-0.2866,0.1706,0.2307,0.2134,0.2485,0.1629,0.1011,0.4383,0.1216,0.0508,0.2886,1
0.0452,-4.05,0.6163,-0.123,0.0507,0,0.4252,0,8.3655,2.9258,2.916945107,,0.423874592,-0.3413,0.1827,1.613,1.122616984,44.7968,0.1827,0.074,0.7463,0.7505,0.6126,0.1286,0.2857,0.3704,0.1279,0.209,0.3357,0,0,0,0.1136,1
-0.0407,0.37,0.1223,0.027,0.0547,,0.4134,15.5405,7.5527,9.3184,7.220224021,15.0422708,0.404790418,0.1058,0.2245,0.812,0.559690904,,0.2245,0.0021,2.5263,2.48,2.8658,,-0.0444,-0.1026,,-0.0898,-0.0902,,-0.0746,0.1335,0,1
0.0689,3.22,0.365,0.042,0.0961,20.3728,0.6359,15.5062,6.7017,3.7168,3.36650134,13.85876385,0.575968574,0.1563,0.6889,1.035,0.271727929,18.8339,0.6889,0.0331,-0.1667,-0.1504,2.8663,0.1056,0.1182,0.0904,0.1661,0.1977,0.3434,0.0475,0.0283,-0.0383,0,1
0.1818,2.62,0.412,0.094,0.1972,0,1.1699,12.9198,6.1247,5.0164,4.932848446,12.29868929,1.150379133,0.2487,0.4172,1.422,1.216293543,19.5718,0.4172,0.1244,0.4301,0.4475,0.6601,0.1302,0.2405,0.2421,0.1369,0.287,0.5597,0.1533,0.2264,0.4927,-1,1
0.161,1.46,0.8122,0.069,0.0279,0,1.7793,25.4521,62.8489,8.2498,8.069284563,25.30768774,1.740311835,0.1249,0.1721,0.703,0.162754473,16.548,0.1721,0.1731,6.8076,5.6364,1.5652,,,0.0492,,,0.223,,,0.7651,0,0
-0.0643,6.84,0.1593,0.086,0.0753,11.6727,0.7317,8.9035,10.121,6.7361,6.626370944,8.404228558,0.719761597,0.2272,0.711,2.643,1.89874585,39.33,0.711,0.2624,1.3825,1.4964,-0.1112,,,-0.1751,,,0.1526,,,0,0,1
0.0801,-0.23,0.2795,-0.006,0.0543,0,0.7122,0,13.0307,9.3099,9.247583769,1882.015315,0.707468866,0.003,0.0026,1.087,0.851721141,0,0.0026,0.0673,0.2843,0.303,1.5696,-0.0268,0.0558,0.0504,0.2698,0.3183,0.1002,0,0,0,0,1
0.0325,2.02,0.4419,0.218,0.0707,2.2083,1.2283,5.6287,17.3648,13.77,13.66877695,5.593473707,1.219249783,0.5789,0.3171,2.464,1.358483094,17.0058,0.3171,0.0766,12.0354,10.2222,2.7978,-0.0472,-0.0756,-0.0716,0.1267,0.3952,0,0.1936,0,0,0.0032,1
-0.0146,1.55,0.2131,0.048,0.0589,2.301,1.7151,36.0645,29.1435,15.8334,15.63123735,35.05646434,1.693231337,0.0459,0.0528,1.233,1.014069264,32.2518,0.0528,-0.0442,0.6613,0.7816,-0.0669,,0.078,0.0684,,0.0821,0.0662,,0.1813,0.0599,0,1
0.0853,1.39,0.3384,0.05,0.0486,3.2977,0.5904,12.0791,12.3405,6.0426,6.141140142,12.10186159,0.599977363,0.1791,0.1885,1.67,0.679996617,15.3001,0.1885,0.2032,0.7053,0.716,1.7544,,0.0462,0.0406,,0.0119,-0.0412,,-0.0145,-0.0471,0,0
0.0899,2.36,0.2728,0.065,0.0695,0,1.3971,21.9958,20.455,15.9396,16.22547749,21.96299578,1.422171426,0.1663,0.0886,2.845,1.572481506,37.611,0.0886,0.1711,0.8489,0.888,0.4163,,,0.2492,,,0.3945,,,0.3264,0.3146,0
-0.0038,6.91,0.3559,0.04,0.0459,1.434,0.3811,10.1476,8.3062,5.7181,5.621281505,9.3954304,0.374688019,0.0943,0.15,2.222,0.332803082,87.1927,0.15,-0.0414,-0.1883,-0.113,-0.3468,0.0656,0.128,0.0879,0.1013,0.0824,0.0349,0.1691,0.2048,0.0105,0,0
0.043,,0.3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.0617,3.07,0.1333,0.041,-0.0284,3.1185,0.5977,15.0684,0,-77.5494,,15.08354052,0.620706484,0.1718,0.2146,2.459,9.998364493,32.0103,0.2146,0.0695,0.0436,0.1083,0.6629,0.0956,0.1316,0.1575,0,0,0,0.1694,0.1267,0.1722,0,0
-0.0202,2.83,0.3622,0.034,0.0814,2.4416,0.7504,22.9187,9.4346,7.0905,6.935682577,21.88519146,0.734047575,0.0969,0.1097,2.114,0.923377039,41.1282,0.1097,0.0046,0.0175,0.0802,0.5752,0.0343,0.0644,0.0398,0.0807,0.0676,0.0164,0.0271,-0.0066,0.0256,0,1
0.3402,0.52,0.4085,0.041,0.0141,0,3.1803,57.2321,65.6868,33.9159,,,,0.1771,0.3205,1.38,0.143545303,4.4292,0.3205,0.3731,0.6055,0.625,1.6006,,,,,,,,,,0,1
0.0226,1.18,0.5443,0.024,-0.0835,1.1681,0.797,33.0932,0,-16.8978,,31.49802567,0.762595672,0.0401,0.0322,2.511,1.601638911,31.2725,0.0322,0.0378,-0.8625,-0.8689,-2.2983,0,-0.042,0.0028,0,0,0,-0.0318,-0.0142,0.0675,0,0
